age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,Total_Income,Total_Expense,Savings,Savings_Percent,Overbudget_Flag
25,Female,Junior,Engineering,1326,611,5451,734,205,91,73,95,71,217,126,140,Mobile Payment App,1937,7203,-5266,-2.718637068,Yes
21,Male,Junior,Psychology,761,9,4836,594,375,53,256,55,41,50,126,35,Cash,770,6421,-5651,-7.338961039,Yes
25,Non-binary,Senior,Computer Science,1344,494,5885,809,233,167,171,83,60,94,61,154,Cash,1838,7717,-5879,-3.198585419,Yes
22,Male,Junior,Biology,895,885,5489,456,343,157,177,123,75,77,156,139,Credit/Debit Card,1780,7192,-5412,-3.040449438,Yes
23,Non-binary,Junior,Economics,1036,811,4911,437,398,134,299,69,55,156,35,123,Mobile Payment App,1847,6617,-4770,-2.582566324,Yes
22,Non-binary,Senior,Computer Science,664,538,3008,417,236,75,136,131,60,243,156,116,Credit/Debit Card,1202,4578,-3376,-2.808652246,Yes
22,Non-binary,Senior,Computer Science,1403,789,5886,962,163,129,149,35,92,251,166,114,Cash,2192,7947,-5755,-2.625456204,Yes
23,Male,Senior,Engineering,1094,360,4651,622,242,90,98,103,77,138,111,190,Cash,1454,6322,-4868,-3.348005502,Yes
24,Female,Sophomore,Computer Science,789,413,3482,835,206,128,153,137,77,115,67,135,Mobile Payment App,1202,5335,-4133,-3.43843594,Yes
25,Non-binary,Sophomore,Biology,587,756,5035,797,291,171,283,89,26,238,74,119,Cash,1343,7123,-5780,-4.303797468,Yes
23,Male,Junior,Biology,509,395,3729,607,326,156,251,138,45,204,30,59,Mobile Payment App,904,5545,-4641,-5.133849558,Yes
19,Male,Junior,Computer Science,1382,935,4650,853,203,180,230,33,55,297,43,122,Credit/Debit Card,2317,6666,-4349,-1.876996116,Yes
25,Non-binary,Senior,Engineering,1301,757,3811,664,121,115,239,126,48,121,172,114,Mobile Payment App,2058,5531,-3473,-1.687560739,Yes
23,Non-binary,Senior,Engineering,777,53,4935,505,268,181,194,79,60,71,54,65,Mobile Payment App,830,6412,-5582,-6.725301205,Yes
19,Male,Sophomore,Psychology,505,646,4935,688,129,143,112,130,89,209,197,81,Cash,1151,6713,-5562,-4.832319722,Yes
24,Female,Junior,Engineering,866,796,4865,756,274,181,260,141,47,237,125,67,Cash,1662,6953,-5291,-3.183513839,Yes
19,Male,Freshman,Biology,1329,127,3321,836,277,92,108,27,67,251,87,87,Mobile Payment App,1456,5153,-3697,-2.539148352,Yes
20,Non-binary,Freshman,Economics,1372,297,4227,505,142,144,264,20,64,195,34,74,Cash,1669,5669,-4000,-2.396644697,Yes
24,Male,Junior,Economics,1004,883,5084,773,335,118,297,83,88,100,133,159,Credit/Debit Card,1887,7170,-5283,-2.799682035,Yes
23,Non-binary,Freshman,Biology,1415,153,4526,880,111,167,171,90,78,205,113,125,Cash,1568,6466,-4898,-3.12372449,Yes
20,Female,Junior,Psychology,639,13,4097,780,226,120,86,56,23,75,147,143,Mobile Payment App,652,5753,-5101,-7.823619632,Yes
19,Male,Sophomore,Economics,1397,854,3186,552,258,123,127,61,21,127,71,186,Credit/Debit Card,2251,4712,-2461,-1.09329187,Yes
18,Female,Freshman,Economics,935,918,3901,724,128,122,56,39,53,152,108,134,Mobile Payment App,1853,5417,-3564,-1.923367512,Yes
18,Non-binary,Senior,Computer Science,882,524,4983,502,196,153,63,131,80,274,140,86,Credit/Debit Card,1406,6608,-5202,-3.699857752,Yes
20,Female,Freshman,Psychology,1398,912,4709,864,267,181,165,149,62,64,92,194,Mobile Payment App,2310,6747,-4437,-1.920779221,Yes
24,Non-binary,Sophomore,Biology,1461,403,3664,519,137,127,286,115,29,84,121,127,Cash,1864,5209,-3345,-1.794527897,Yes
24,Male,Senior,Engineering,1430,928,4968,682,336,89,135,76,66,289,82,95,Mobile Payment App,2358,6818,-4460,-1.891433418,Yes
22,Non-binary,Junior,Biology,953,925,5135,924,148,56,61,33,70,156,126,33,Credit/Debit Card,1878,6742,-4864,-2.58998935,Yes
19,Male,Junior,Psychology,1456,803,3431,636,136,177,131,112,28,249,116,128,Mobile Payment App,2259,5144,-2885,-1.277113767,Yes
22,Female,Junior,Computer Science,892,563,5529,437,230,85,57,49,27,151,44,199,Credit/Debit Card,1455,6808,-5353,-3.679037801,Yes
20,Non-binary,Sophomore,Psychology,539,494,4349,450,398,107,215,51,52,89,191,158,Mobile Payment App,1033,6060,-5027,-4.866408519,Yes
25,Non-binary,Junior,Economics,1024,756,4532,798,328,112,159,69,24,275,31,87,Cash,1780,6415,-4635,-2.603932584,Yes
22,Female,Senior,Biology,1405,544,5276,782,281,52,67,69,77,270,141,196,Mobile Payment App,1949,7211,-5262,-2.699846075,Yes
21,Male,Sophomore,Biology,691,710,3636,478,342,58,136,65,75,277,170,136,Credit/Debit Card,1401,5373,-3972,-2.835117773,Yes
19,Female,Junior,Biology,1157,333,3509,987,281,77,170,27,87,151,108,68,Mobile Payment App,1490,5465,-3975,-2.667785235,Yes
21,Non-binary,Junior,Computer Science,555,980,5657,707,302,195,207,141,91,126,180,67,Credit/Debit Card,1535,7673,-6138,-3.998697068,Yes
25,Non-binary,Senior,Biology,1245,803,4743,899,285,99,193,106,76,270,200,58,Credit/Debit Card,2048,6929,-4881,-2.383300781,Yes
25,Male,Senior,Biology,1227,408,5607,759,365,137,247,97,56,162,136,173,Credit/Debit Card,1635,7739,-6104,-3.733333333,Yes
18,Female,Freshman,Biology,825,403,5204,401,293,75,268,24,36,105,197,125,Mobile Payment App,1228,6728,-5500,-4.478827362,Yes
18,Female,Freshman,Economics,1359,468,3900,401,283,190,183,60,78,153,64,195,Credit/Debit Card,1827,5507,-3680,-2.01423098,Yes
22,Male,Junior,Economics,556,317,4429,834,166,130,174,86,46,222,33,145,Mobile Payment App,873,6265,-5392,-6.176403207,Yes
20,Non-binary,Sophomore,Biology,1110,400,5325,586,400,62,120,54,30,294,125,167,Mobile Payment App,1510,7163,-5653,-3.743708609,Yes
21,Non-binary,Sophomore,Engineering,518,565,4940,783,157,97,129,122,20,71,175,115,Mobile Payment App,1083,6609,-5526,-5.102493075,Yes
19,Male,Senior,Engineering,932,611,4386,833,159,84,184,63,80,223,73,179,Mobile Payment App,1543,6264,-4721,-3.059624109,Yes
22,Female,Senior,Computer Science,683,651,5671,866,101,155,274,131,81,183,49,21,Mobile Payment App,1334,7532,-6198,-4.646176912,Yes
24,Male,Sophomore,Economics,1397,375,5325,637,139,83,217,55,48,293,195,71,Cash,1772,7063,-5291,-2.985891648,Yes
24,Non-binary,Freshman,Biology,1201,441,4212,864,140,83,97,85,89,90,115,141,Credit/Debit Card,1642,5916,-4274,-2.602923264,Yes
22,Non-binary,Junior,Psychology,1402,519,3124,886,381,193,120,64,68,153,151,118,Mobile Payment App,1921,5258,-3337,-1.737116085,Yes
25,Male,Senior,Economics,844,18,5452,910,220,71,109,75,91,244,105,123,Credit/Debit Card,862,7400,-6538,-7.584686775,Yes
19,Female,Senior,Biology,1366,142,5925,614,304,163,240,127,83,108,163,152,Credit/Debit Card,1508,7879,-6371,-4.224801061,Yes
19,Male,Senior,Biology,923,734,4576,519,383,110,255,36,31,225,126,123,Credit/Debit Card,1657,6384,-4727,-2.852745926,Yes
21,Non-binary,Freshman,Biology,542,905,3434,987,297,160,189,150,26,286,185,86,Cash,1447,5800,-4353,-3.00829302,Yes
23,Female,Junior,Biology,1130,49,4833,415,100,160,262,98,32,99,117,149,Credit/Debit Card,1179,6265,-5086,-4.313825276,Yes
23,Non-binary,Junior,Biology,848,420,4663,950,173,167,101,108,29,54,159,128,Mobile Payment App,1268,6532,-5264,-4.151419558,Yes
19,Female,Junior,Engineering,1022,227,4305,982,296,73,252,149,79,206,152,162,Cash,1249,6656,-5407,-4.329063251,Yes
23,Non-binary,Junior,Economics,1189,980,4230,607,190,52,250,140,63,190,125,186,Credit/Debit Card,2169,6033,-3864,-1.781466113,Yes
18,Female,Sophomore,Economics,771,45,3719,821,189,173,295,60,38,258,107,187,Mobile Payment App,816,5847,-5031,-6.165441176,Yes
25,Non-binary,Sophomore,Computer Science,1280,483,5743,678,206,54,82,49,85,256,187,29,Credit/Debit Card,1763,7369,-5606,-3.179807147,Yes
21,Male,Senior,Biology,933,988,4414,731,298,123,273,22,20,147,41,128,Cash,1921,6197,-4276,-2.225923998,Yes
24,Female,Sophomore,Computer Science,1257,795,5913,480,120,107,300,34,46,219,193,195,Mobile Payment App,2052,7607,-5555,-2.70711501,Yes
24,Female,Junior,Computer Science,1313,818,3335,845,363,190,212,69,37,103,186,79,Cash,2131,5419,-3288,-1.542937588,Yes
21,Male,Senior,Engineering,1034,927,4084,758,330,179,136,149,63,242,190,36,Mobile Payment App,1961,6167,-4206,-2.144824069,Yes
19,Male,Sophomore,Psychology,669,153,5509,741,335,78,170,69,68,296,73,166,Mobile Payment App,822,7505,-6683,-8.130170316,Yes
19,Non-binary,Senior,Computer Science,728,814,3380,970,183,178,139,29,63,193,64,175,Mobile Payment App,1542,5374,-3832,-2.485084306,Yes
18,Male,Sophomore,Economics,569,513,5429,730,375,118,195,96,27,280,65,136,Mobile Payment App,1082,7451,-6369,-5.886321627,Yes
19,Male,Freshman,Engineering,960,179,5253,671,161,128,273,40,89,233,163,172,Cash,1139,7183,-6044,-5.306409131,Yes
18,Male,Freshman,Computer Science,1288,879,3829,982,191,65,86,107,80,97,137,134,Cash,2167,5708,-3541,-1.634056299,Yes
22,Female,Freshman,Engineering,556,904,3548,689,105,145,165,133,71,110,183,98,Cash,1460,5247,-3787,-2.593835616,Yes
23,Male,Senior,Engineering,1413,80,5976,836,386,194,266,29,99,213,109,158,Cash,1493,8266,-6773,-4.536503684,Yes
25,Non-binary,Senior,Biology,957,114,4956,923,326,150,199,49,88,246,118,78,Cash,1071,7133,-6062,-5.660130719,Yes
24,Non-binary,Freshman,Engineering,1084,582,3305,520,353,89,279,20,68,173,151,128,Mobile Payment App,1666,5086,-3420,-2.052821128,Yes
22,Male,Freshman,Psychology,1270,546,4425,559,304,160,79,95,99,191,70,189,Mobile Payment App,1816,6171,-4355,-2.398127753,Yes
24,Female,Sophomore,Computer Science,845,484,5594,793,130,51,153,77,47,89,151,63,Mobile Payment App,1329,7148,-5819,-4.37848006,Yes
21,Female,Freshman,Economics,1423,298,4484,439,312,157,118,56,43,235,188,129,Cash,1721,6161,-4440,-2.57989541,Yes
19,Male,Sophomore,Engineering,683,614,4718,643,132,186,83,31,68,85,181,96,Cash,1297,6223,-4926,-3.797995374,Yes
21,Non-binary,Freshman,Psychology,1309,561,5639,973,303,197,117,37,64,101,37,142,Mobile Payment App,1870,7610,-5740,-3.069518717,Yes
25,Male,Senior,Economics,888,218,4433,806,166,121,75,148,69,120,128,71,Credit/Debit Card,1106,6137,-5031,-4.548824593,Yes
24,Male,Sophomore,Psychology,1496,522,4678,640,212,140,200,22,69,98,162,70,Credit/Debit Card,2018,6291,-4273,-2.117443013,Yes
25,Male,Junior,Economics,965,465,4599,737,291,88,70,70,34,170,195,64,Cash,1430,6318,-4888,-3.418181818,Yes
20,Female,Junior,Biology,1329,533,3509,826,234,131,262,142,30,157,141,40,Cash,1862,5472,-3610,-1.93877551,Yes
21,Female,Sophomore,Engineering,1021,789,5681,844,235,99,167,115,53,127,131,190,Mobile Payment App,1810,7642,-5832,-3.222099448,Yes
18,Male,Freshman,Biology,501,422,5257,612,149,142,72,58,36,230,73,44,Mobile Payment App,923,6673,-5750,-6.229685807,Yes
21,Female,Sophomore,Engineering,1223,302,3930,801,128,157,242,135,36,226,193,52,Mobile Payment App,1525,5900,-4375,-2.868852459,Yes
19,Male,Senior,Psychology,1495,1000,5857,980,228,126,82,39,72,144,78,190,Cash,2495,7796,-5301,-2.124649299,Yes
25,Male,Sophomore,Engineering,862,674,5473,575,338,54,264,39,60,262,180,196,Cash,1536,7441,-5905,-3.844401042,Yes
25,Male,Senior,Economics,1037,844,4320,894,393,176,280,73,21,241,44,196,Credit/Debit Card,1881,6638,-4757,-2.52897395,Yes
19,Male,Freshman,Engineering,505,293,5861,835,387,181,250,93,91,113,81,171,Cash,798,8063,-7265,-9.104010025,Yes
24,Female,Senior,Psychology,1193,397,4234,761,120,75,92,104,28,216,101,116,Credit/Debit Card,1590,5847,-4257,-2.677358491,Yes
18,Non-binary,Sophomore,Psychology,1452,683,3275,586,327,65,176,32,40,205,160,58,Credit/Debit Card,2135,4924,-2789,-1.306323185,Yes
24,Non-binary,Sophomore,Psychology,1422,860,4913,892,149,115,159,133,90,227,92,147,Cash,2282,6917,-4635,-2.031113059,Yes
25,Male,Sophomore,Biology,717,197,5618,696,354,105,102,26,95,300,110,78,Cash,914,7484,-6570,-7.188183807,Yes
24,Female,Junior,Economics,1333,538,5187,467,237,183,192,114,79,248,95,41,Credit/Debit Card,1871,6843,-4972,-2.657402459,Yes
24,Female,Sophomore,Psychology,978,974,4420,642,241,146,183,30,76,130,79,21,Cash,1952,5968,-4016,-2.057377049,Yes
25,Male,Freshman,Biology,1141,362,3197,926,397,121,150,122,69,258,173,120,Mobile Payment App,1503,5533,-4030,-2.681304059,Yes
22,Male,Sophomore,Biology,1399,611,4995,678,220,93,84,144,49,200,189,90,Mobile Payment App,2010,6742,-4732,-2.354228856,Yes
24,Male,Freshman,Psychology,1200,341,4547,778,330,51,129,24,75,238,192,153,Cash,1541,6517,-4976,-3.229072031,Yes
21,Non-binary,Sophomore,Economics,1053,64,4305,444,142,139,280,34,56,176,38,147,Mobile Payment App,1117,5761,-4644,-4.157564906,Yes
25,Non-binary,Junior,Biology,1118,584,4423,592,126,149,134,74,48,109,114,131,Cash,1702,5900,-4198,-2.466509988,Yes
21,Male,Junior,Biology,1094,321,3758,741,137,172,50,147,96,134,192,56,Mobile Payment App,1415,5483,-4068,-2.874911661,Yes
21,Non-binary,Freshman,Psychology,1252,226,4206,530,245,126,69,147,52,64,183,24,Credit/Debit Card,1478,5646,-4168,-2.820027064,Yes
18,Male,Junior,Psychology,686,252,5848,720,238,191,265,39,58,104,142,82,Mobile Payment App,938,7687,-6749,-7.195095949,Yes
18,Male,Junior,Economics,513,123,5909,807,168,161,181,48,26,124,46,58,Cash,636,7528,-6892,-10.83647799,Yes
25,Male,Junior,Biology,1174,75,4909,799,149,163,151,138,30,298,115,43,Cash,1249,6795,-5546,-4.440352282,Yes
24,Non-binary,Freshman,Psychology,1224,235,4645,913,209,101,77,85,97,78,80,111,Cash,1459,6396,-4937,-3.383824537,Yes
23,Non-binary,Junior,Biology,975,211,3952,769,131,134,283,65,91,127,151,79,Credit/Debit Card,1186,5782,-4596,-3.875210793,Yes
18,Male,Sophomore,Engineering,1435,950,3626,842,221,139,87,136,68,54,129,54,Mobile Payment App,2385,5356,-2971,-1.245702306,Yes
22,Male,Senior,Engineering,894,27,4496,718,373,144,254,139,82,286,134,198,Credit/Debit Card,921,6824,-5903,-6.409337676,Yes
21,Non-binary,Junior,Economics,1168,81,5292,637,175,196,193,52,90,217,48,178,Cash,1249,7078,-5829,-4.666933547,Yes
25,Male,Freshman,Computer Science,1482,92,3987,540,194,125,193,143,78,268,63,199,Credit/Debit Card,1574,5790,-4216,-2.678526048,Yes
19,Non-binary,Sophomore,Psychology,1385,249,5745,452,399,170,71,145,37,231,114,154,Mobile Payment App,1634,7518,-5884,-3.600979192,Yes
20,Male,Sophomore,Computer Science,1476,832,5745,808,225,73,251,22,95,123,78,178,Mobile Payment App,2308,7598,-5290,-2.29202773,Yes
22,Female,Senior,Economics,812,101,4840,777,195,87,51,71,48,162,188,58,Mobile Payment App,913,6477,-5564,-6.094194962,Yes
18,Male,Freshman,Psychology,1191,611,3373,673,327,62,164,133,26,229,107,152,Cash,1802,5246,-3444,-1.911209767,Yes
20,Male,Senior,Economics,1440,1000,3823,525,135,142,131,34,27,90,200,122,Cash,2440,5229,-2789,-1.143032787,Yes
24,Female,Sophomore,Biology,1447,246,4038,406,235,113,98,113,50,71,37,33,Credit/Debit Card,1693,5194,-3501,-2.067926757,Yes
21,Female,Freshman,Computer Science,1030,357,4883,806,100,99,87,46,38,155,169,91,Mobile Payment App,1387,6474,-5087,-3.667627974,Yes
23,Female,Senior,Engineering,1034,202,5347,558,381,116,271,67,44,228,124,184,Credit/Debit Card,1236,7320,-6084,-4.922330097,Yes
20,Female,Junior,Economics,1406,10,3674,967,303,94,286,61,61,121,181,62,Mobile Payment App,1416,5810,-4394,-3.103107345,Yes
21,Non-binary,Senior,Biology,1086,38,3425,605,381,53,171,129,24,165,136,67,Credit/Debit Card,1124,5156,-4032,-3.587188612,Yes
25,Female,Sophomore,Psychology,1334,320,4772,794,204,129,160,139,37,228,106,67,Mobile Payment App,1654,6636,-4982,-3.012091898,Yes
25,Female,Senior,Engineering,507,474,4996,750,181,107,156,79,27,122,39,87,Cash,981,6544,-5563,-5.670744139,Yes
21,Male,Senior,Engineering,1483,892,4014,458,400,90,217,134,50,142,60,42,Mobile Payment App,2375,5607,-3232,-1.360842105,Yes
20,Non-binary,Sophomore,Economics,888,228,3253,539,207,182,241,71,41,254,125,48,Credit/Debit Card,1116,4961,-3845,-3.445340502,Yes
23,Non-binary,Freshman,Economics,1204,815,4350,871,166,120,275,87,77,237,85,21,Credit/Debit Card,2019,6289,-4270,-2.11490837,Yes
23,Male,Junior,Economics,1047,207,5892,667,161,197,255,53,96,168,105,168,Cash,1254,7762,-6508,-5.189792663,Yes
21,Male,Freshman,Psychology,1279,900,5478,815,336,136,154,145,81,236,108,186,Credit/Debit Card,2179,7675,-5496,-2.522257916,Yes
19,Female,Sophomore,Economics,613,543,5947,622,309,99,151,94,36,83,199,141,Mobile Payment App,1156,7681,-6525,-5.644463668,Yes
18,Male,Senior,Computer Science,1280,550,4843,500,112,99,119,67,70,141,97,109,Credit/Debit Card,1830,6157,-4327,-2.364480874,Yes
25,Male,Sophomore,Economics,696,976,5246,475,258,162,87,67,68,232,72,132,Mobile Payment App,1672,6799,-5127,-3.06638756,Yes
20,Female,Senior,Economics,1191,315,4490,476,270,152,169,129,100,75,193,157,Credit/Debit Card,1506,6211,-4705,-3.124169987,Yes
24,Female,Freshman,Biology,1287,239,3301,493,252,98,246,36,70,282,134,114,Mobile Payment App,1526,5026,-3500,-2.293577982,Yes
23,Female,Junior,Engineering,1391,362,4261,697,269,108,105,145,43,100,39,144,Cash,1753,5911,-4158,-2.371933828,Yes
23,Non-binary,Sophomore,Economics,1345,291,4809,686,173,132,229,115,40,207,63,57,Credit/Debit Card,1636,6511,-4875,-2.979828851,Yes
19,Non-binary,Junior,Computer Science,1344,825,3106,563,333,142,129,111,47,96,94,153,Cash,2169,4774,-2605,-1.201014292,Yes
23,Non-binary,Junior,Economics,779,708,3808,876,391,94,298,34,34,192,87,107,Mobile Payment App,1487,5921,-4434,-2.981842636,Yes
23,Female,Senior,Economics,1123,490,5507,932,370,141,233,91,61,258,139,187,Mobile Payment App,1613,7919,-6306,-3.909485431,Yes
22,Male,Senior,Economics,1038,686,4766,929,366,133,70,93,90,74,118,106,Credit/Debit Card,1724,6745,-5021,-2.912412993,Yes
22,Female,Senior,Computer Science,595,995,3971,572,111,79,291,24,71,244,61,198,Mobile Payment App,1590,5622,-4032,-2.535849057,Yes
25,Non-binary,Freshman,Engineering,1345,295,4585,621,285,101,270,115,55,211,55,107,Cash,1640,6405,-4765,-2.905487805,Yes
19,Non-binary,Junior,Computer Science,534,546,4102,520,371,196,106,75,56,239,45,122,Cash,1080,5832,-4752,-4.4,Yes
24,Non-binary,Senior,Computer Science,1176,326,4890,837,245,93,134,78,81,54,107,40,Cash,1502,6559,-5057,-3.366844208,Yes
20,Non-binary,Sophomore,Biology,836,105,5807,419,243,149,89,72,52,71,74,143,Mobile Payment App,941,7119,-6178,-6.565356004,Yes
18,Female,Freshman,Biology,1047,15,4342,620,359,195,212,63,94,193,141,48,Credit/Debit Card,1062,6267,-5205,-4.901129944,Yes
24,Female,Sophomore,Engineering,865,907,5189,936,161,115,284,61,100,234,129,163,Mobile Payment App,1772,7372,-5600,-3.16027088,Yes
18,Non-binary,Junior,Psychology,1148,565,3353,613,218,159,271,92,67,235,122,186,Credit/Debit Card,1713,5316,-3603,-2.103327496,Yes
21,Female,Senior,Engineering,696,715,5238,710,195,133,98,54,66,294,41,197,Credit/Debit Card,1411,7026,-5615,-3.979447201,Yes
19,Female,Freshman,Economics,778,741,5664,558,398,171,183,71,52,148,83,138,Credit/Debit Card,1519,7466,-5947,-3.915075708,Yes
22,Non-binary,Senior,Psychology,1140,598,5623,665,278,183,236,110,22,238,194,22,Credit/Debit Card,1738,7571,-5833,-3.356156502,Yes
22,Female,Sophomore,Computer Science,557,351,3510,857,112,158,269,40,78,267,31,146,Cash,908,5468,-4560,-5.022026432,Yes
24,Male,Sophomore,Computer Science,948,741,5923,954,265,181,81,59,71,216,157,33,Mobile Payment App,1689,7940,-6251,-3.701006513,Yes
24,Female,Freshman,Engineering,1249,574,4477,653,111,182,112,92,84,241,112,196,Mobile Payment App,1823,6260,-4437,-2.433900165,Yes
24,Non-binary,Sophomore,Economics,1092,988,4819,768,240,158,109,111,33,236,137,58,Credit/Debit Card,2080,6669,-4589,-2.20625,Yes
20,Female,Junior,Computer Science,717,958,5667,447,304,194,95,71,49,193,94,103,Mobile Payment App,1675,7217,-5542,-3.308656716,Yes
19,Female,Sophomore,Computer Science,857,615,3851,487,255,95,287,31,46,299,93,74,Cash,1472,5518,-4046,-2.748641304,Yes
18,Non-binary,Senior,Biology,1021,581,4690,502,222,161,98,80,73,56,188,85,Credit/Debit Card,1602,6155,-4553,-2.842072409,Yes
22,Female,Sophomore,Psychology,1056,669,5378,596,278,179,223,47,87,135,55,51,Mobile Payment App,1725,7029,-5304,-3.074782609,Yes
25,Male,Freshman,Economics,758,387,4974,534,101,76,62,65,27,120,160,26,Credit/Debit Card,1145,6145,-5000,-4.366812227,Yes
21,Non-binary,Freshman,Economics,653,639,5045,496,336,84,236,115,34,220,169,125,Cash,1292,6860,-5568,-4.309597523,Yes
21,Male,Sophomore,Computer Science,643,218,4138,793,271,182,52,55,99,79,45,91,Credit/Debit Card,861,5805,-4944,-5.742160279,Yes
25,Male,Freshman,Engineering,668,893,3446,653,347,88,276,73,95,73,152,35,Cash,1561,5238,-3677,-2.35554132,Yes
25,Female,Sophomore,Psychology,645,79,3830,940,249,63,69,61,40,74,76,75,Mobile Payment App,724,5477,-4753,-6.564917127,Yes
20,Female,Senior,Psychology,1020,522,3874,408,150,162,168,129,98,255,138,174,Credit/Debit Card,1542,5556,-4014,-2.60311284,Yes
20,Non-binary,Junior,Computer Science,1128,458,5302,602,270,65,299,143,58,218,138,142,Cash,1586,7237,-5651,-3.563051702,Yes
22,Male,Senior,Economics,1186,650,4387,798,139,59,160,109,21,275,119,32,Mobile Payment App,1836,6099,-4263,-2.321895425,Yes
23,Female,Senior,Psychology,528,573,4286,889,209,136,149,105,80,151,46,73,Mobile Payment App,1101,6124,-5023,-4.562216167,Yes
25,Male,Senior,Computer Science,774,799,4397,629,163,75,183,39,33,54,136,125,Cash,1573,5834,-4261,-2.708836618,Yes
22,Male,Senior,Economics,1236,255,3954,600,274,115,84,55,23,297,31,39,Credit/Debit Card,1491,5472,-3981,-2.670020121,Yes
24,Non-binary,Sophomore,Biology,938,612,3797,928,190,65,79,111,45,196,113,171,Mobile Payment App,1550,5695,-4145,-2.674193548,Yes
22,Non-binary,Senior,Computer Science,1169,588,4110,508,104,159,242,30,78,105,163,195,Mobile Payment App,1757,5694,-3937,-2.240751281,Yes
25,Male,Freshman,Computer Science,1061,333,5826,949,250,138,158,57,20,265,193,103,Mobile Payment App,1394,7959,-6565,-4.709469154,Yes
24,Non-binary,Sophomore,Economics,514,158,3039,506,361,84,158,132,49,104,159,99,Cash,672,4691,-4019,-5.980654762,Yes
19,Male,Junior,Engineering,1015,493,5435,827,369,147,121,87,49,289,121,74,Mobile Payment App,1508,7519,-6011,-3.986074271,Yes
18,Male,Junior,Computer Science,743,104,3493,726,223,105,96,73,37,275,158,75,Mobile Payment App,847,5261,-4414,-5.21133412,Yes
21,Male,Sophomore,Engineering,913,70,4183,714,268,88,198,87,31,69,39,177,Cash,983,5854,-4871,-4.955239064,Yes
24,Non-binary,Junior,Engineering,1142,946,4748,867,264,166,125,99,69,287,84,135,Credit/Debit Card,2088,6844,-4756,-2.277777778,Yes
25,Female,Senior,Psychology,868,670,3274,443,308,120,61,70,96,86,199,127,Mobile Payment App,1538,4784,-3246,-2.11053316,Yes
19,Non-binary,Sophomore,Engineering,1464,17,3939,490,357,87,131,97,67,168,87,135,Credit/Debit Card,1481,5558,-4077,-2.752869683,Yes
21,Female,Senior,Psychology,1260,617,4060,799,244,62,193,107,62,285,180,130,Cash,1877,6122,-4245,-2.26158764,Yes
19,Male,Junior,Computer Science,1326,817,5451,453,172,87,62,112,70,220,93,32,Cash,2143,6752,-4609,-2.150723285,Yes
18,Female,Senior,Computer Science,1219,671,4152,700,335,152,296,98,86,77,82,27,Cash,1890,6005,-4115,-2.177248677,Yes
19,Non-binary,Freshman,Computer Science,1038,823,5211,576,207,92,263,54,26,270,123,165,Credit/Debit Card,1861,6987,-5126,-2.7544331,Yes
25,Male,Junior,Biology,1418,510,3832,976,370,117,218,89,89,283,185,60,Mobile Payment App,1928,6219,-4291,-2.225622407,Yes
18,Female,Junior,Engineering,1385,13,4384,678,253,119,76,113,50,229,74,169,Mobile Payment App,1398,6145,-4747,-3.395565093,Yes
23,Female,Freshman,Computer Science,553,118,5030,960,304,135,212,105,54,147,118,183,Mobile Payment App,671,7248,-6577,-9.801788376,Yes
20,Male,Senior,Economics,1013,227,4119,805,366,62,191,135,60,84,151,172,Mobile Payment App,1240,6145,-4905,-3.955645161,Yes
18,Non-binary,Senior,Engineering,1019,589,5357,828,247,65,112,58,92,170,30,126,Mobile Payment App,1608,7085,-5477,-3.406094527,Yes
24,Non-binary,Junior,Computer Science,669,7,4461,828,266,59,60,129,27,131,75,165,Credit/Debit Card,676,6201,-5525,-8.173076923,Yes
19,Female,Freshman,Computer Science,933,698,4156,780,371,80,235,84,82,269,50,170,Mobile Payment App,1631,6277,-4646,-2.848559166,Yes
20,Female,Junior,Psychology,1166,671,3244,528,164,117,238,127,56,243,84,108,Cash,1837,4909,-3072,-1.67229178,Yes
25,Non-binary,Freshman,Economics,1197,652,4424,637,248,186,186,82,58,254,116,27,Mobile Payment App,1849,6218,-4369,-2.362898864,Yes
19,Female,Senior,Biology,973,695,4709,555,114,93,190,121,70,190,129,178,Cash,1668,6349,-4681,-2.806354916,Yes
23,Female,Junior,Computer Science,1381,696,4387,646,171,142,97,109,83,216,88,190,Cash,2077,6129,-4052,-1.950890708,Yes
22,Male,Junior,Psychology,1082,221,4524,533,276,131,242,109,21,217,49,182,Credit/Debit Card,1303,6284,-4981,-3.822716807,Yes
23,Male,Senior,Engineering,1160,168,3395,810,105,182,51,26,64,279,74,105,Cash,1328,5091,-3763,-2.833584337,Yes
22,Female,Junior,Computer Science,1011,753,3523,475,392,187,298,99,73,125,93,31,Cash,1764,5296,-3532,-2.002267574,Yes
20,Non-binary,Senior,Psychology,1412,155,5576,443,305,119,136,120,41,290,30,91,Mobile Payment App,1567,7151,-5584,-3.563497128,Yes
24,Non-binary,Junior,Psychology,1391,259,3572,755,136,55,86,62,66,187,153,23,Cash,1650,5095,-3445,-2.087878788,Yes
20,Male,Freshman,Economics,1293,672,5635,435,389,192,87,23,64,67,77,137,Credit/Debit Card,1965,7106,-5141,-2.616284987,Yes
20,Male,Freshman,Psychology,1380,594,3658,739,277,187,92,144,69,283,68,21,Mobile Payment App,1974,5538,-3564,-1.805471125,Yes
